district_code,resource_id,time,demand
13,R3,2,0.0169701405980628
13,R3,3,0.0176161312444544
13,R3,4,0.0132453081593795
13,R4,0,0.014029555001073
13,R4,1,0.0118283108880765
13,R4,2,0.0183843189812346
13,R4,3,0.0190841421814922
13,R4,4,0.0143490838393281
13,R5,0,0.0161879480781613
13,R5,1,0.0136480510247036
13,R5,2,0.0212126757475786
13,R5,3,0.0220201640555681
13,R5,4,0.0165566351992245
13,R6,0,0.0172671446167055
13,R6,1,0.0145579210930172
13,R6,2,0.0226268541307506
13,R6,3,0.0234881749926058
13,R6,4,0.0176604108791729
13,R7,0,0.0129503584625289
13,R7,1,0.0109184408197629
13,R7,2,0.0169701405980628
13,R7,3,0.0176161312444544
13,R7,4,0.0132453081593795
13,R8,0,0.008633572308352695
13,R8,1,0.00727896054650859
13,R8,2,0.011313427065375201
13,R8,3,0.0117440874963027
13,R8,4,0.008830205439586502
13,R9,0,0.009712768846896796
13,R9,1,0.00818883061482214
13,R9,2,0.012727605448547
13,R9,3,0.0132120984333408
13,R9,4,0.009933981119534677
14,R1,0,0.0393219673581199
14,R1,1,0.0533606197336043
14,R1,2,0.0744353983389799
14,R1,3,0.0541185467754593
14,R1,4,0.0700682583279955
14,R10,0,0.0432541640939321
14,R10,1,0.0586966817069649
14,R10,2,0.0818789381728777
14,R10,3,0.0595304014530053
14,R10,4,0.0770750841607951
14,R11,0,0.0550507543013683
14,R11,1,0.0747048676270462
14,R11,2,0.10420955767457189
14,R11,3,0.0757659654856432
14,R11,4,0.0980955616591939
14,R2,0,0.0393219673581199
14,R2,1,0.0533606197336043
14,R2,2,0.0744353983389799
14,R2,3,0.0541185467754593
14,R2,4,0.0700682583279955
14,R3,0,0.0471863608297443
14,R3,1,0.0640327436803252
14,R3,2,0.0893224780067758
14,R3,3,0.0649422561305512
14,R3,4,0.0840819099935946
14,R4,0,0.0511185575655562
14,R4,1,0.0693688056536858
14,R4,2,0.0967660178406738
14,R4,3,0.0703541108080973
14,R4,4,0.09108873582639421
14,R5,0,0.0589829510371804
14,R5,1,0.08004092960040671
14,R5,2,0.1116530975084699
14,R5,3,0.0811778201631892
14,R5,4,0.10510238749199351
14,R6,0,0.0629151477729924
14,R6,1,0.0853769915737671
14,R6,2,0.119096637342368
14,R6,3,0.0865896748407352
14,R6,4,0.112109213324793
14,R7,0,0.0471863608297443
14,R7,1,0.0640327436803252
14,R7,2,0.0893224780067758
14,R7,3,0.0649422561305512
14,R7,4,0.0840819099935946
14,R8,0,0.031457573886496004
14,R8,1,0.0426884957868834
14,R8,2,0.0595483186711837
14,R8,3,0.0432948374203673
14,R8,4,0.0560546066623962
14,R9,0,0.0353897706223079
14,R9,1,0.048024557760244
14,R9,2,0.0669918585050819
14,R9,3,0.0487066920979134
14,R9,4,0.0630614324951959
15,R1,0,0.0098238976679158
15,R1,1,0.0119295791955861
15,R1,2,0.0101284061003177
15,R1,3,0.013943887135396
15,R1,4,0.012366333657547
15,R10,0,0.010806287434707301
15,R10,1,0.013122537115144599
15,R10,2,0.0111412467103495
15,R10,3,0.0153382758489356
15,R10,4,0.013602967023301701
15,R11,0,0.0137534567350821
15,R11,1,0.0167014108738207
15,R11,2,0.0141797685404449
15,R11,3,0.0195214419895546
15,R11,4,0.017312867120566
15,R2,0,0.0098238976679158
15,R2,1,0.0119295791955861
15,R2,2,0.0101284061003177
15,R2,3,0.013943887135396
15,R2,4,0.012366333657547
15,R3,0,0.0117886772014989
15,R3,1,0.014315495034703401
15,R3,2,0.0121540873203813
15,R3,3,0.0167326645624754
15,R3,4,0.0148396003890565
15,R4,0,0.0127710669682904
15,R4,1,0.0155084529542619
15,R4,2,0.013166927930413
15,R4,3,0.0181270532760149
15,R4,4,0.016076233754811202
15,R5,0,0.014735846501873701
15,R5,1,0.0178943687933793
15,R5,2,0.0151926091504769
15,R5,3,0.0209158307030943
15,R5,4,0.0185495004863208
15,R6,0,0.0157182362686653
15,R6,1,0.019087326712938
15,R6,2,0.0162054497605084
15,R6,3,0.0223102194166338
15,R6,4,0.0197861338520754
15,R7,0,0.0117886772014989
15,R7,1,0.014315495034703401
15,R7,2,0.0121540873203813
15,R7,3,0.0167326645624754
15,R7,4,0.0148396003890565
15,R8,0,0.0078591181343324
15,R8,1,0.0095436633564689
15,R8,2,0.008102724880254
15,R8,3,0.0111551097083167
15,R8,4,0.009893066926037499
15,R9,0,0.008841507901124
15,R9,1,0.0107366212760274
15,R9,2,0.0091155654902858
15,R9,3,0.012549498421856299
15,R9,4,0.011129700291792199
16,R1,0,0.005209515834915733
16,R1,1,0.008049337321074483
16,R1,2,0.0061584345081454345
16,R1,3,0.0129111301389475
16,R1,4,0.006308126300464535
16,R10,0,0.005730467418407257
16,R10,1,0.008854271053182122
16,R10,2,0.006774277958959939
16,R10,3,0.0142022431528424
16,R10,4,0.006938938930510943
16,R11,0,0.00729332216888208
16,R11,1,0.011269072249504436
16,R11,2,0.00862180831140354
16,R11,3,0.0180755821945268
16,R11,4,0.008831376820650353
16,R2,0,0.005209515834915733
16,R2,1,0.008049337321074483
16,R2,2,0.0061584345081454345
16,R2,3,0.0129111301389475
16,R2,4,0.006308126300464535
16,R3,0,0.00625141900189878
16,R3,1,0.00965920478528936
16,R3,2,0.007390121409774506
16,R3,3,0.0154933561667372
16,R3,4,0.007569751560557547
16,R4,0,0.0067723705853905535
16,R4,1,0.010464138517396998
16,R4,2,0.008005964860589174
16,R4,3,0.016784469180631898
16,R4,4,0.008200564190603851
16,R5,0,0.007814273752373707
16,R5,1,0.0120740059816119
16,R5,2,0.009237651762218009
16,R5,3,0.0193666952084216
16,R5,4,0.009462189450696759
16,R6,0,0.008335225335865134
16,R6,1,0.0128789397137194
16,R6,2,0.009853495213032474
16,R6,3,0.0206578082223163
16,R6,4,0.010093002080743263
16,R7,0,0.00625141900189878
16,R7,1,0.00965920478528936
16,R7,2,0.007390121409774506
16,R7,3,0.0154933561667372
16,R7,4,0.007569751560557547
16,R8,0,0.004167612667932387
16,R8,1,0.0064394698568595275
